@relation userReviews

@attribute user.yelping_since string
@attribute user.compliments.plain numeric
@attribute user.compliments.more numeric
@attribute user.elite numeric
@attribute user.compliments.cute numeric
@attribute user.compliments.writer numeric
@attribute user.fans numeric
@attribute user.compliments.note numeric
@attribute user.compliments.hot numeric
@attribute user.compliments.cool numeric
@attribute user.compliments.profile numeric
@attribute user.average_stars numeric
@attribute user.review_count numeric
@attribute user.friends numeric
@attribute user.votes.cool numeric
@attribute user.compliments.list numeric
@attribute user.votes.funny numeric
@attribute user.compliments.photos numeric
@attribute user.compliments.funny numeric
@attribute user.votes.useful numeric
@attribute review.business_id string
@attribute review.date string
@attribute review.review_id string
@attribute review.stars numeric
@attribute review.user_id string
@attribute review.votes.cool numeric
@attribute review.votes.funny numeric
@attribute review.votes.useful numeric

@data
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,K2BxGfj37me-kf__ey4GVQ,2010-10-23,2VvknnEgIh27zjdchwEXHg,2,-hwN2juKYn-KTxa2WBYLnw,0,1,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,1jgVM2JiqQY2EYbDX5vbqg,2009-09-17,J_Oo2r04o5cmpwJGvAh5Jw,3,ZYaumz29bl9qHpu-KVtMGA,1,1,3
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,1jgVM2JiqQY2EYbDX5vbqg,2014-03-04,6Hhw6k8HoOrnO_2LE_C21g,2,OtpHvQFGbZ4sONaQAXankg,2,0,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,Osj-65iYNCkbj0y0exOP3Q,2011-02-05,jnBvhLTCS0pnozNfhdM2bA,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,JoqEMWBfPFS6pLhBxPyENQ,2011-01-15,Ci8PSqtMIfbUgeL-JHBi7w,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,7,?,27,?,?,62,ITgHcPGmiGBochqwNdVhVQ,2010-08-16,CZLlXfHRL1I1ZAf6CdWGIg,4,MPKMK36Xp0GuaWaXlUwZ8Q,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,ITgHcPGmiGBochqwNdVhVQ,2011-01-15,lxNRd6T80R3qOMfkjMBlqQ,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,FDTwiSW2IUJVJCeS3Jv3eQ,2011-11-17,GgqgySxKZKpzU1CvbtPEUA,1,-hwN2juKYn-KTxa2WBYLnw,1,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,jX2ibRfoHT-lw0Q5_xBzsA,2010-12-27,ZpLBiFwLPjQlw_IQBJiedg,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,fc7QD3p7hOyewBFNOvTdOg,2011-08-19,H-19LeHm17eoqcXDlr4G5Q,1,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,xG7wiKZC0Yu_ZpZtnLC91Q,2011-12-02,UQgrhtGjNQaaNll3klIDPw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,WALLcaTvajJtIgjIs47gsA,2014-03-18,qg8PFNc9P3gUinZMpzSnTg,5,RvweNJFVkR3ttkWsIBy7nQ,1,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,0NeDVUK7wtKDZ3OvgB0I9A,2011-12-24,TBI3jo3w60sbYO9P875hDA,1,-hwN2juKYn-KTxa2WBYLnw,2,0,4
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,ZZkubP-TCzbGuEOEzZno-A,2009-08-21,LiBsSWR4c3-zjtxIJ0E_sg,2,ZYaumz29bl9qHpu-KVtMGA,0,0,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,ZZkubP-TCzbGuEOEzZno-A,2011-03-13,OITHKsPobgF93scK6Y2wrQ,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,JLRKM_B7zBNTQnmP_IypeQ,2012-05-15,xkRpv4opc9QccnEYmh3nWQ,5,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,zCm-stt_czGayumPwlzn2w,2011-08-15,5tS4g_A_IWmSLef1OZd4Dw,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,nkzV9qC4KP9w6gmf_wG0UQ,2013-01-09,RpqFD_gqYos0UN24M5S8EA,5,RvweNJFVkR3ttkWsIBy7nQ,0,0,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,cQNRW64fLhkVV2yQyqHkGA,2010-12-27,uu0j2aof4-g2vo1OlmQJFA,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,cQNRW64fLhkVV2yQyqHkGA,2012-10-26,bk3Xnpw6F7IqBu6WOGdFIw,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,UUS9jAYMJLcAUWAUHrqQFg,2011-03-17,TOODDa57ztHbzuaowBeLig,1,-hwN2juKYn-KTxa2WBYLnw,0,1,1
2008-07-01,?,?,?,?,?,1,?,?,?,?,4.5,8,1,3,?,4,?,?,5,1HbKFWG5QKzYkuNxig6H7w,2008-07-07,2j4ACAW07zfVC14KCzk35A,4,zvNimI98mrmhgNOOrzOiGg,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,1HbKFWG5QKzYkuNxig6H7w,2011-03-04,5L4sZY7YRTSCNN7hM5gJ9Q,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,_BixD7yelciWJchKldbKkQ,2011-11-22,DWEun5IJ_EdOv6Q-pP4XNg,1,-hwN2juKYn-KTxa2WBYLnw,3,0,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,Drw-aROPmT44p4x2AUNAtg,2011-03-15,vGy69mQ6-LDsZCv2tgvQww,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,8j5fks9FJvMeqPqwLDUX1A,2011-12-09,N1oR-_fjer0Pa8a871KGhg,2,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,fk8ZVg1xQqmr0venv2spqw,2014-01-29,DvYw-h5mGXMzCbLJe0l4rQ,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,cd5bMHS4w56rLfjcLGTobg,2008-10-24,m3Hvi-Qs8IR7A8H_XY6B3A,5,ZYaumz29bl9qHpu-KVtMGA,4,4,4
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,cd5bMHS4w56rLfjcLGTobg,2011-08-17,k-wlH5TKhNsFIIZLNAbPDw,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,voqtmU6avZef-05Ty1eDEw,2011-03-02,1YP0q4YkjbBPeJ7vNjyWnA,2,-hwN2juKYn-KTxa2WBYLnw,1,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,zra9deZ8qgR7zeVtMRIfDA,2011-01-15,mlElDitHWoVU2EheZusMWg,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,H7tw19v9LaUtfqMCECfIzA,2011-02-27,X-Nj0fZr_kg82JKnQ31erQ,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,H7tw19v9LaUtfqMCECfIzA,2011-11-17,Cgob75LTWPKl1VaK-CMThw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,H7tw19v9LaUtfqMCECfIzA,2012-09-24,98eqJgwJpQKHxPsBlbsYgg,1,-hwN2juKYn-KTxa2WBYLnw,1,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,lIZIzyPMiI76KD-oYTAo-A,2010-11-14,F0xvFLQZPSW8zAcoKRc2EQ,2,-hwN2juKYn-KTxa2WBYLnw,0,1,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,XZP1kK1-j4UxQ2KCuww9GA,2009-05-02,FFgHrOJM56L3jtYAYYbhcw,4,p4ySEi8PEli0auZGBsy6gA,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,UkRPebb_86NTjw6yDq2Juw,2012-03-07,DLI5G5hLoKCQ31zqpGbHAQ,4,-hwN2juKYn-KTxa2WBYLnw,0,0,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,-KUdfxOnrFNI9etBfq_bJQ,2011-01-18,gxnPuIzSmUg50Qi3pkqNbA,1,-hwN2juKYn-KTxa2WBYLnw,0,2,0
2009-07-01,17,3,5,?,2,7,12,6,10,1,4.16,317,17,119,?,121,?,6,383,p8yg26BbovkfL2iw7Pcg0Q,2012-10-17,grsHWMlgRLIBS8YPcw23EQ,3,Au3Qs-AAZEWu2_4gIMwRgw,0,1,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,9Y3aQAVITkEJYe5vLZr13w,2014-01-02,E4eXg8LZ8ZocsE-pJozgJg,3,jE5xVugujSaskAoh2DRx3Q,0,1,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,V6BYjHM9SnXscfkln3hCdA,2014-01-02,G4tqvbNWHyUVnYl7XfAIgw,4,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,O_ZNZDr6c5CsK6GgsKdDeQ,2013-12-27,dc_CQ_-wMWnm9jM_do1sdQ,3,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,mxrXVZWc6PWk81gvOVNOUw,2014-01-09,6fCJWrPiNmzOeqHccc7BUw,5,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,jhI4kxnLhK3olQ5rfCyvPQ,2014-01-17,UV3Ke25g4P5ycax4dRHAOg,5,jE5xVugujSaskAoh2DRx3Q,0,0,1
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,7_zL7NX_rDFwhbLp98PwZg,2014-01-05,3AfB6VB0896a0-fXYijVdg,3,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,dcd3C1gWv-vVdQ9XYV8Ubw,2014-01-04,wl_9Frasmwqgp3lPH7WwUA,4,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,X7QrpTqyGM7ZcP3l1d-1sA,2014-01-05,kKEPIroOepG3FJf5D5nX4Q,4,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,X7QrpTqyGM7ZcP3l1d-1sA,2014-01-11,fUFHJkB4iSTfqihev8hr_A,5,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,fOup98Vso87ERYQ_6eYmeQ,2014-02-03,mH8yOCOetXRgSkNbgrXvlw,1,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,EcHuaHD9IcoPEWNsU8vDTw,2013-02-25,zjfpcXMzwqmBgPwVF8uZ6A,3,jE5xVugujSaskAoh2DRx3Q,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,xm8F51qKjx0cfdOSukTDng,2013-07-02,ybSVmvKdpdeENh1sprB2ww,5,jE5xVugujSaskAoh2DRx3Q,0,0,0
2009-08-01,?,?,?,?,?,0,?,?,?,?,4.25,11,?,4,?,0,?,?,18,z3yFuLVrmH-3RJruPEMYKw,2010-08-08,30yHYeC5uCeMB9lHU81EBQ,5,QnhQ8G51XbUpVEyWY2Km-A,1,0,1
2009-08-01,?,?,?,?,?,0,?,?,?,?,4.25,11,?,4,?,0,?,?,18,z3yFuLVrmH-3RJruPEMYKw,2012-05-19,AvMyyevHBXOVm9NXEhDt_w,5,QnhQ8G51XbUpVEyWY2Km-A,0,0,0
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,29,?,36,1,1,135,rrd7NeAgARDNzPsxxsBJiQ,2014-01-05,HhGBx6ZAXhwQcUJL-C85Rg,4,jE5xVugujSaskAoh2DRx3Q,0,0,1
2009-07-01,17,3,5,?,2,7,12,6,10,1,4.16,317,17,119,?,121,?,6,383,BKZnsu0fHZ5sa_3UjxU3Jw,2012-04-28,q3Kt33RNGQGqY_ZYXP2L_w,5,Au3Qs-AAZEWu2_4gIMwRgw,0,0,1
2011-05-01,416,10,4,?,101,44,107,102,284,1,3.49,1296,65,1191,3,1892,50,168,2152,jf67Z1pnwElRSXllpQHiJg,2012-01-20,IoYHw4o2neoG2Nf2ok84sA,3,zvJCcrpm2yOZrxKffwGQLA,0,1,1
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,jf67Z1pnwElRSXllpQHiJg,2014-05-07,ye6FT_kMeMcmQXLy04-sSw,4,p4ySEi8PEli0auZGBsy6gA,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,PPwJTT-eLjapipmyQSgi9A,2009-05-26,hu2AOmUrMhlcRi3whnCqpg,5,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,4G7H7u_OyZqlQ_dcHihIIg,2014-05-07,UNCaERTcoporlK3riq8Cow,5,p4ySEi8PEli0auZGBsy6gA,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,NERLJXacJ3b6peiZ8ceeqA,2011-08-09,1bZV-7bksvwSwdql4vDcmw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-07-01,?,?,?,?,?,1,?,?,?,?,4.5,8,1,3,?,4,?,?,5,TypkaxMUTthOfl_Btj5X1A,2008-07-07,lJFWbIO4MNvGRApImmGSag,5,zvNimI98mrmhgNOOrzOiGg,1,0,0
2009-07-01,?,?,?,?,?,0,?,?,?,?,4,7,?,0,?,1,?,?,0,TypkaxMUTthOfl_Btj5X1A,2010-04-03,J7MDbzksxij2dDf0m2CQiw,5,4K7YXIl77EOHlTfSUjLCDw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,TypkaxMUTthOfl_Btj5X1A,2010-12-04,ytidAKvfi5k4gx_aoQBY9A,3,-hwN2juKYn-KTxa2WBYLnw,1,1,3
2009-07-01,?,?,?,?,?,0,?,?,?,?,4,7,?,0,?,1,?,?,0,TypkaxMUTthOfl_Btj5X1A,2012-02-19,Z11bdMtlEie29NDg7pzGUA,4,4K7YXIl77EOHlTfSUjLCDw,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,HpSBHeixIP2YxLy4L1f-HA,2008-06-04,fk0_q-uM58az2wPB8EJVRQ,1,ZYaumz29bl9qHpu-KVtMGA,4,4,5
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,483YdaCOad1RD5GVvCaaKw,2008-08-28,tcSMu6wXYuZvnzlN3dN00A,1,ZYaumz29bl9qHpu-KVtMGA,2,4,3
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,DO3Gk17RyJVW7zYMCtYPnw,2013-07-14,kAvDhmC5zv7OZ43x1EGvrQ,3,OtpHvQFGbZ4sONaQAXankg,0,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,3nwskbfFgsSjVe6T8keTeg,2010-04-25,bT_JY55zAoKD0WlFKCx8wQ,5,EEYwj6_t1OT5WQGypqEPNg,0,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,3nwskbfFgsSjVe6T8keTeg,2013-03-13,CgXjma6yvCvGL6p0g7rx4A,3,EEYwj6_t1OT5WQGypqEPNg,1,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,RgBq9TFI8q6-vCvF6wOMVg,2013-04-23,uR5oLWI3_wbYy-GmmtIHkQ,3,RvweNJFVkR3ttkWsIBy7nQ,2,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,aCMhR8XTu-f8GgMHYl0ipA,2008-07-13,v5qiYIwcmisVVSavzIDQyA,5,ZYaumz29bl9qHpu-KVtMGA,2,2,2
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,aCMhR8XTu-f8GgMHYl0ipA,2008-11-26,jtWbKAfJdbBNOlxLGz5I8A,5,ZYaumz29bl9qHpu-KVtMGA,3,3,4
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,aCMhR8XTu-f8GgMHYl0ipA,2010-09-25,Ea0HJLTLd3mLGInRN-n7CA,5,p4ySEi8PEli0auZGBsy6gA,1,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,aCMhR8XTu-f8GgMHYl0ipA,2013-11-21,u1ajbI71yRQbJNtUduVeWg,4,EEYwj6_t1OT5WQGypqEPNg,3,1,4
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,Z3qmQ6N4VEudR45exSHrTg,2011-01-05,qMRWzMju0idLI-VauQVvEw,4,EEYwj6_t1OT5WQGypqEPNg,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,Z3qmQ6N4VEudR45exSHrTg,2013-08-04,geKsSlF6tL5oKMyaSh_vjQ,5,OtpHvQFGbZ4sONaQAXankg,1,0,3
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,EH7sT3dV-B365RETWCQhIA,2008-06-13,JUT381yqvjwtE6RAqmeF_A,3,OtpHvQFGbZ4sONaQAXankg,0,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,EH7sT3dV-B365RETWCQhIA,2008-12-10,FElYkBc1LNcVLPBNmDebSQ,4,ZYaumz29bl9qHpu-KVtMGA,3,2,2
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,EH7sT3dV-B365RETWCQhIA,2011-01-08,qsMwCb_FAtPwmISl4qdM-A,4,EEYwj6_t1OT5WQGypqEPNg,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,EH7sT3dV-B365RETWCQhIA,2012-09-14,c-ztJb_K7MMn-Fl27_Xv_A,4,-hwN2juKYn-KTxa2WBYLnw,0,1,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,5d81GQoFfZ2xnv0vLcM82w,2010-11-30,wT4l6PdJiVz3Kh0P_6Ja4A,5,-hwN2juKYn-KTxa2WBYLnw,0,1,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,RHZcJuvnYxiLOkoiE1aTcQ,2011-02-27,Gs33Hvf8mMV9XZLGRd3ngg,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,RHZcJuvnYxiLOkoiE1aTcQ,2013-04-23,b8x5Oz6lv6scwxRjpbDjUA,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,FFox_Hm1gZGvlRxlQsxaLw,2013-01-02,LiuNjYiILP1Zz04wuLySmg,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,gTsg3Nj8pKvsmVz3dbLfiA,2014-03-20,pkAd5wV7kTU7HpYMs3KLEA,3,OtpHvQFGbZ4sONaQAXankg,1,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,TWtdZw-QCgG71af01hAU4w,2008-11-14,rqLNpm6AeAxkC-50qluODA,2,ZYaumz29bl9qHpu-KVtMGA,2,5,4
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,TWtdZw-QCgG71af01hAU4w,2013-03-20,pj1LRxf78nOIpuvRgSadaw,2,RvweNJFVkR3ttkWsIBy7nQ,0,0,1
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,TWtdZw-QCgG71af01hAU4w,2014-02-15,e8T4cVjN4-BkGl9LDGnccA,5,OtpHvQFGbZ4sONaQAXankg,2,0,0
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,7,?,27,?,?,62,EbhnT9RcTyyGNBp1s2NQZQ,2012-01-09,khdNsH5gcoASUuVYOkSueA,3,MPKMK36Xp0GuaWaXlUwZ8Q,1,0,2
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,N8Q2s-Snz2vL79zB3rEEug,2010-02-17,pt1Emjl0vZi4wsVt8GRgVQ,3,EEYwj6_t1OT5WQGypqEPNg,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,N8Q2s-Snz2vL79zB3rEEug,2011-03-16,cCC_7OI-6pn8DnO-24cGcg,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,N8Q2s-Snz2vL79zB3rEEug,2013-11-21,vZZZ110lbEFfev5AripGiA,4,OtpHvQFGbZ4sONaQAXankg,1,0,1
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,N8Q2s-Snz2vL79zB3rEEug,2013-12-01,bAv-CE4fi1SI47zIvFb3BQ,5,EEYwj6_t1OT5WQGypqEPNg,6,1,8
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,647UMi4gd2TQZjyVICztkw,2009-03-03,dAyB-0wAnJHGwQIoR0J03g,2,ZYaumz29bl9qHpu-KVtMGA,2,5,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,qsBet6HtxE0x41cUYl8vgQ,2008-11-12,aC1LFokhynAgLE6_HeYmLA,1,ZYaumz29bl9qHpu-KVtMGA,4,14,6
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,vGCetjJwnPU5bqoNxFM3sw,2008-10-09,GZefmSO8YCQgm6nk4M-SrA,1,ZYaumz29bl9qHpu-KVtMGA,3,5,4
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,vGCetjJwnPU5bqoNxFM3sw,2013-06-04,wSb01rLAPNqMIBhyHIs79Q,5,OtpHvQFGbZ4sONaQAXankg,0,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,Cq4prPqm0KFrCf_wI8Pufw,2008-07-04,bHGrIc7JFVrvIqG5h6jOJw,5,ZYaumz29bl9qHpu-KVtMGA,3,2,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,Cq4prPqm0KFrCf_wI8Pufw,2010-10-29,RxB6T8sZg8Py9Yw8cQBvTA,1,-hwN2juKYn-KTxa2WBYLnw,0,2,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,OdetLT5gBDPneWZUfyf7_A,2009-04-30,orhAaL38IWKAqT1m1saIVg,1,ZYaumz29bl9qHpu-KVtMGA,0,2,1
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,OdetLT5gBDPneWZUfyf7_A,2009-05-02,NhQZDnbJbhXCymJOYQ9_6A,1,p4ySEi8PEli0auZGBsy6gA,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,OdetLT5gBDPneWZUfyf7_A,2010-12-04,lcjhNT1WTzW31R-C0Yswmw,4,-hwN2juKYn-KTxa2WBYLnw,1,0,2
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,PU0mSETFzjlHjPpvuG2L7Q,2013-12-30,ISGciUMJrg84EQ0blsxImg,4,OtpHvQFGbZ4sONaQAXankg,0,1,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,tHQEAEsW8RagML78cJk0AQ,2010-10-23,Q6q8NRZvMTCKYTf8VM3Ibg,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,tHQEAEsW8RagML78cJk0AQ,2013-08-10,tpW9tVLFRB2Z3qmfIOJ5DQ,5,OtpHvQFGbZ4sONaQAXankg,0,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,WuFqL5uURZwfootmgAMCyA,2008-08-25,YcdgLKSlivgkAy_RDgRPWg,2,ZYaumz29bl9qHpu-KVtMGA,3,2,3
